,Date,year,month,day,flow
7103,1986-01-11,1986,1,11,"23,7266"
7767,1986-01-12,1986,1,12,"22,1766"
8431,1986-01-13,1986,1,13,"23,2052"
9095,1986-01-14,1986,1,14,"27,5091"
9759,1986-01-15,1986,1,15,"42,8378"
10423,1986-01-16,1986,1,16,"35,7508"
11087,1986-01-17,1986,1,17,"29,773"
11751,1986-01-18,1986,1,18,"27,5091"
12415,1986-01-19,1986,1,19,"24,2528"
13079,1986-01-20,1986,1,20,"26,4049"
13743,1986-01-21,1986,1,21,"25,3195"
14407,1986-01-22,1986,1,22,"25,8599"
15071,1986-01-23,1986,1,23,"23,2052"
15735,1986-01-24,1986,1,24,"20,67"
16399,1986-01-25,1986,1,25,"21,1674"
17063,1986-01-26,1986,1,26,"21,6696"
17727,1986-01-27,1986,1,27,"21,6696"
18391,1986-01-28,1986,1,28,"20,67"
19055,1986-01-29,1986,1,29,"20,1775"
19719,1986-01-30,1986,1,30,"20,1775"
20383,1986-01-31,1986,1,31,"22,1766"
462,1986-02-01,1986,2,1,"20,67"
1126,1986-02-02,1986,2,2,"19,2073"
1790,1986-02-03,1986,2,3,"21,1674"
2454,1986-02-04,1986,2,4,"26,4049"
3118,1986-02-05,1986,2,5,"28,0682"
3782,1986-02-06,1986,2,6,"24,2528"
4446,1986-02-07,1986,2,7,"24,7838"
5110,1986-02-08,1986,2,8,"28,0682"
5774,1986-02-09,1986,2,9,"23,7266"
6438,1986-02-10,1986,2,10,"25,3195"
7102,1986-02-11,1986,2,11,"21,6696"
7766,1986-02-12,1986,2,12,"21,1674"
8430,1986-02-13,1986,2,13,"21,6696"
9094,1986-02-14,1986,2,14,"20,1775"
9758,1986-02-15,1986,2,15,"23,2052"
10422,1986-02-16,1986,2,16,"25,3195"
11086,1986-02-17,1986,2,17,"26,9547"
11750,1986-02-18,1986,2,18,"36,3732"
12414,1986-02-19,1986,2,19,"36,3732"
13078,1986-02-20,1986,2,20,"46,2317"
13742,1986-02-21,1986,2,21,"36,3732"
14406,1986-02-22,1986,2,22,"26,9547"
15070,1986-02-23,1986,2,23,"23,7266"
15734,1986-02-24,1986,2,24,"22,1766"
16398,1986-02-25,1986,2,25,"21,1674"
17062,1986-02-26,1986,2,26,"20,67"
17726,1986-02-27,1986,2,27,"21,1674"
18390,1986-02-28,1986,2,28,"20,67"
461,1986-03-01,1986,3,1,"22,1766"
1125,1986-03-02,1986,3,2,"23,7266"
1789,1986-03-03,1986,3,3,"22,6885"
2453,1986-03-04,1986,3,4,"22,6885"
3117,1986-03-05,1986,3,5,"24,2528"
3781,1986-03-06,1986,3,6,"25,8599"
4445,1986-03-07,1986,3,7,"23,2052"
5109,1986-03-08,1986,3,8,"30,3504"
5773,1986-03-09,1986,3,9,"43,508"
6437,1986-03-10,1986,3,10,"29,773"
7101,1986-03-11,1986,3,11,"25,3195"
7765,1986-03-12,1986,3,12,"23,2052"
8429,1986-03-13,1986,3,13,"22,1766"
9093,1986-03-14,1986,3,14,"21,1674"
9757,1986-03-15,1986,3,15,"20,1775"
10421,1986-03-16,1986,3,16,"20,1775"
11085,1986-03-17,1986,3,17,"20,1775"
11749,1986-03-18,1986,3,18,"20,1775"
12413,1986-03-19,1986,3,19,"26,4049"
13077,1986-03-20,1986,3,20,"22,6885"
13741,1986-03-21,1986,3,21,"26,9547"
14405,1986-03-22,1986,3,22,"31,519"
15069,1986-03-23,1986,3,23,"27,5091"
15733,1986-03-24,1986,3,24,"26,4049"
16397,1986-03-25,1986,3,25,"30,3504"
17061,1986-03-26,1986,3,26,"26,4049"
17725,1986-03-27,1986,3,27,"33,3057"
18389,1986-03-28,1986,3,28,"28,0682"
19053,1986-03-29,1986,3,29,"25,3195"
19717,1986-03-30,1986,3,30,"24,2528"
20381,1986-03-31,1986,3,31,"24,2528"
460,1986-04-01,1986,4,1,"23,2052"
1124,1986-04-02,1986,4,2,"22,1766"
1788,1986-04-03,1986,4,3,"21,6696"
2452,1986-04-04,1986,4,4,"21,1674"
3116,1986-04-05,1986,4,5,"20,1775"
3780,1986-04-06,1986,4,6,"20,1775"
4444,1986-04-07,1986,4,7,"19,69"
5108,1986-04-08,1986,4,8,"19,2073"
5772,1986-04-09,1986,4,9,"18,7296"
6436,1986-04-10,1986,4,10,"18,7296"
7100,1986-04-11,1986,4,11,"18,2569"
7764,1986-04-12,1986,4,12,"19,2073"
8428,1986-04-13,1986,4,13,"19,69"
9092,1986-04-14,1986,4,14,"19,69"
9756,1986-04-15,1986,4,15,"21,6696"
10420,1986-04-16,1986,4,16,"24,7838"
11084,1986-04-17,1986,4,17,"21,6696"
11748,1986-04-18,1986,4,18,"22,6885"
12412,1986-04-19,1986,4,19,"20,1775"
13076,1986-04-20,1986,4,20,"19,69"
13740,1986-04-21,1986,4,21,"19,2073"
14404,1986-04-22,1986,4,22,"18,2569"
15068,1986-04-23,1986,4,23,"18,2569"
15732,1986-04-24,1986,4,24,"17,7891"
16396,1986-04-25,1986,4,25,"17,3264"
17060,1986-04-26,1986,4,26,"17,7891"
17724,1986-04-27,1986,4,27,"19,69"
18388,1986-04-28,1986,4,28,"19,69"
19052,1986-04-29,1986,4,29,"18,2569"
19716,1986-04-30,1986,4,30,"17,7891"
459,1986-05-01,1986,5,1,"17,3264"
1123,1986-05-02,1986,5,2,"17,3264"
1787,1986-05-03,1986,5,3,"16,416"
2451,1986-05-04,1986,5,4,"15,9684"
3115,1986-05-05,1986,5,5,"15,9684"
3779,1986-05-06,1986,5,6,"15,526"
4443,1986-05-07,1986,5,7,"15,9684"
5107,1986-05-08,1986,5,8,"17,3264"
5771,1986-05-09,1986,5,9,"17,7891"
6435,1986-05-10,1986,5,10,"17,7891"
7099,1986-05-11,1986,5,11,"18,2569"
7763,1986-05-12,1986,5,12,"17,7891"
8427,1986-05-13,1986,5,13,"17,7891"
9091,1986-05-14,1986,5,14,"22,6885"
9755,1986-05-15,1986,5,15,"19,69"
10419,1986-05-16,1986,5,16,"17,7891"
11083,1986-05-17,1986,5,17,"16,416"
11747,1986-05-18,1986,5,18,"17,7891"
12411,1986-05-19,1986,5,19,"19,69"
13075,1986-05-20,1986,5,20,"17,3264"
13739,1986-05-21,1986,5,21,"16,416"
14403,1986-05-22,1986,5,22,"15,9684"
15067,1986-05-23,1986,5,23,"15,526"
15731,1986-05-24,1986,5,24,"15,0886"
16395,1986-05-25,1986,5,25,"14,6565"
17059,1986-05-26,1986,5,26,"14,6565"
17723,1986-05-27,1986,5,27,"14,6565"
18387,1986-05-28,1986,5,28,"14,2295"
19051,1986-05-29,1986,5,29,"13,8077"
19715,1986-05-30,1986,5,30,"13,8077"
20379,1986-05-31,1986,5,31,"16,416"
458,1986-06-01,1986,6,1,"17,7891"
1122,1986-06-02,1986,6,2,"15,526"
1786,1986-06-03,1986,6,3,"14,6565"
2450,1986-06-04,1986,6,4,"14,6565"
3114,1986-06-05,1986,6,5,"14,2295"
3778,1986-06-06,1986,6,6,"13,8077"
4442,1986-06-07,1986,6,7,"13,3912"
5106,1986-06-08,1986,6,8,"13,3912"
5770,1986-06-09,1986,6,9,"12,9799"
6434,1986-06-10,1986,6,10,"12,9799"
7098,1986-06-11,1986,6,11,"12,9799"
7762,1986-06-12,1986,6,12,"12,9799"
8426,1986-06-13,1986,6,13,"12,5739"
9090,1986-06-14,1986,6,14,"12,5739"
9754,1986-06-15,1986,6,15,"12,5739"
10418,1986-06-16,1986,6,16,"12,1733"
11082,1986-06-17,1986,6,17,"12,1733"
11746,1986-06-18,1986,6,18,"12,1733"
12410,1986-06-19,1986,6,19,"11,778"
13074,1986-06-20,1986,6,20,"11,778"
13738,1986-06-21,1986,6,21,"11,778"
14402,1986-06-22,1986,6,22,"11,3881"
15066,1986-06-23,1986,6,23,"11,3881"
15730,1986-06-24,1986,6,24,"11,3881"
16394,1986-06-25,1986,6,25,"11,0036"
17058,1986-06-26,1986,6,26,"11,0036"
17722,1986-06-27,1986,6,27,"11,0036"
18386,1986-06-28,1986,6,28,"11,0036"
19050,1986-06-29,1986,6,29,"10,6246"
19714,1986-06-30,1986,6,30,"10,6246"
457,1986-07-01,1986,7,1,"10,6246"
1121,1986-07-02,1986,7,2,"10,6246"
1785,1986-07-03,1986,7,3,"10,6246"
2449,1986-07-04,1986,7,4,"12,5739"
3113,1986-07-05,1986,7,5,"13,8077"
3777,1986-07-06,1986,7,6,"12,5739"
4441,1986-07-07,1986,7,7,"12,5739"
5105,1986-07-08,1986,7,8,"12,1733"
5769,1986-07-09,1986,7,9,"11,3881"
6433,1986-07-10,1986,7,10,"11,0036"
7097,1986-07-11,1986,7,11,"10,6246"
7761,1986-07-12,1986,7,12,"10,6246"
8425,1986-07-13,1986,7,13,"10,251"
9089,1986-07-14,1986,7,14,"10,251"
9753,1986-07-15,1986,7,15,"9,883"
10417,1986-07-16,1986,7,16,"9,883"
11081,1986-07-17,1986,7,17,"9,883"
11745,1986-07-18,1986,7,18,"9,883"
12409,1986-07-19,1986,7,19,"9,883"
13073,1986-07-20,1986,7,20,"9,5206"
13737,1986-07-21,1986,7,21,"9,5206"
14401,1986-07-22,1986,7,22,"9,5206"
15065,1986-07-23,1986,7,23,"9,883"
15729,1986-07-24,1986,7,24,"9,883"
16393,1986-07-25,1986,7,25,"9,883"
17057,1986-07-26,1986,7,26,"9,5206"
17721,1986-07-27,1986,7,27,"9,1637"
18385,1986-07-28,1986,7,28,"9,1637"
19049,1986-07-29,1986,7,29,"9,1637"
19713,1986-07-30,1986,7,30,"8,8125"
20377,1986-07-31,1986,7,31,"8,8125"
456,1986-08-01,1986,8,1,"9,5206"
1120,1986-08-02,1986,8,2,"9,1637"
1784,1986-08-03,1986,8,3,"8,8125"
2448,1986-08-04,1986,8,4,"8,8125"
3112,1986-08-05,1986,8,5,"8,4669"
3776,1986-08-06,1986,8,6,"7,793"
4440,1986-08-07,1986,8,7,"7,793"
5104,1986-08-08,1986,8,8,"7,793"
5768,1986-08-09,1986,8,9,"7,4647"
6432,1986-08-10,1986,8,10,"7,4647"
7096,1986-08-11,1986,8,11,"7,4647"
7760,1986-08-12,1986,8,12,"7,4647"
8424,1986-08-13,1986,8,13,"7,793"
9088,1986-08-14,1986,8,14,"7,793"
9752,1986-08-15,1986,8,15,"7,4647"
10416,1986-08-16,1986,8,16,"8,4669"
11080,1986-08-17,1986,8,17,"8,8125"
11744,1986-08-18,1986,8,18,"8,8125"
12408,1986-08-19,1986,8,19,"8,4669"
13072,1986-08-20,1986,8,20,"8,1271"
13736,1986-08-21,1986,8,21,"7,793"
14400,1986-08-22,1986,8,22,"8,1271"
15064,1986-08-23,1986,8,23,"15,526"
15728,1986-08-24,1986,8,24,"19,2073"
16392,1986-08-25,1986,8,25,"12,9799"
17056,1986-08-26,1986,8,26,"10,251"
17720,1986-08-27,1986,8,27,"9,5206"
18384,1986-08-28,1986,8,28,"8,8125"
19048,1986-08-29,1986,8,29,"8,1271"
19712,1986-08-30,1986,8,30,"7,793"
20376,1986-08-31,1986,8,31,"7,4647"
455,1986-09-01,1986,9,1,"7,1422"
1119,1986-09-02,1986,9,2,"7,4647"
1783,1986-09-03,1986,9,3,"7,4647"
2447,1986-09-04,1986,9,4,"7,4647"
3111,1986-09-05,1986,9,5,"7,1422"
3775,1986-09-06,1986,9,6,"7,1422"
4439,1986-09-07,1986,9,7,"7,4647"
5103,1986-09-08,1986,9,8,"8,4669"
5767,1986-09-09,1986,9,9,"7,4647"
6431,1986-09-10,1986,9,10,"6,8257"
7095,1986-09-11,1986,9,11,"6,515"
7759,1986-09-12,1986,9,12,"6,2104"
8423,1986-09-13,1986,9,13,"5,9117"
9087,1986-09-14,1986,9,14,"5,9117"
9751,1986-09-15,1986,9,15,"5,9117"
10415,1986-09-16,1986,9,16,"5,6192"
11079,1986-09-17,1986,9,17,"5,6192"
11743,1986-09-18,1986,9,18,"5,6192"
12407,1986-09-19,1986,9,19,"5,6192"
13071,1986-09-20,1986,9,20,"5,6192"
13735,1986-09-21,1986,9,21,"5,3328"
14399,1986-09-22,1986,9,22,"5,0526"
15063,1986-09-23,1986,9,23,"5,0526"
15727,1986-09-24,1986,9,24,"5,0526"
16391,1986-09-25,1986,9,25,"4,7787"
17055,1986-09-26,1986,9,26,"5,0526"
17719,1986-09-27,1986,9,27,"5,3328"
18383,1986-09-28,1986,9,28,"6,2104"
19047,1986-09-29,1986,9,29,"19,2073"
19711,1986-09-30,1986,9,30,"16,416"
454,1986-10-01,1986,10,1,"12,5739"
1118,1986-10-02,1986,10,2,"8,1271"
1782,1986-10-03,1986,10,3,"6,8257"
2446,1986-10-04,1986,10,4,"6,2104"
3110,1986-10-05,1986,10,5,"5,9117"
3774,1986-10-06,1986,10,6,"5,6192"
4438,1986-10-07,1986,10,7,"5,3328"
5102,1986-10-08,1986,10,8,"5,3328"
5766,1986-10-09,1986,10,9,"5,3328"
6430,1986-10-10,1986,10,10,"5,0526"
7094,1986-10-11,1986,10,11,"5,0526"
7758,1986-10-12,1986,10,12,"4,7787"
8422,1986-10-13,1986,10,13,"4,7787"
9086,1986-10-14,1986,10,14,"4,5111"
9750,1986-10-15,1986,10,15,"4,2498"
10414,1986-10-16,1986,10,16,"4,5111"
11078,1986-10-17,1986,10,17,"4,5111"
11742,1986-10-18,1986,10,18,"4,5111"
12406,1986-10-19,1986,10,19,"4,7787"
13070,1986-10-20,1986,10,20,"6,515"
13734,1986-10-21,1986,10,21,"6,8257"
14398,1986-10-22,1986,10,22,"16,416"
15062,1986-10-23,1986,10,23,"35,7508"
15726,1986-10-24,1986,10,24,"16,416"
16390,1986-10-25,1986,10,25,"9,5206"
17054,1986-10-26,1986,10,26,"8,1271"
17718,1986-10-27,1986,10,27,"9,5206"
18382,1986-10-28,1986,10,28,"10,6246"
19046,1986-10-29,1986,10,29,"9,883"
19710,1986-10-30,1986,10,30,"7,4647"
20374,1986-10-31,1986,10,31,"6,515"
453,1986-11-01,1986,11,1,"6,2104"
1117,1986-11-02,1986,11,2,"5,9117"
1781,1986-11-03,1986,11,3,"5,6192"
2445,1986-11-04,1986,11,4,"5,6192"
3109,1986-11-05,1986,11,5,"5,3328"
3773,1986-11-06,1986,11,6,"6,2104"
4437,1986-11-07,1986,11,7,"10,6246"
5101,1986-11-08,1986,11,8,"13,8077"
5765,1986-11-09,1986,11,9,"8,4669"
6429,1986-11-10,1986,11,10,"7,793"
7093,1986-11-11,1986,11,11,"9,5206"
7757,1986-11-12,1986,11,12,"15,9684"
8421,1986-11-13,1986,11,13,"13,8077"
9085,1986-11-14,1986,11,14,"10,251"
9749,1986-11-15,1986,11,15,"8,4669"
10413,1986-11-16,1986,11,16,"7,793"
11077,1986-11-17,1986,11,17,"9,1637"
11741,1986-11-18,1986,11,18,"8,1271"
12405,1986-11-19,1986,11,19,"7,1422"
13069,1986-11-20,1986,11,20,"6,515"
13733,1986-11-21,1986,11,21,"6,2104"
14397,1986-11-22,1986,11,22,"5,9117"
15061,1986-11-23,1986,11,23,"5,6192"
15725,1986-11-24,1986,11,24,"5,0526"
16389,1986-11-25,1986,11,25,"5,0526"
17053,1986-11-26,1986,11,26,"4,7787"
17717,1986-11-27,1986,11,27,"4,7787"
18381,1986-11-28,1986,11,28,"5,0526"
19045,1986-11-29,1986,11,29,"7,793"
19709,1986-11-30,1986,11,30,"9,883"
452,1986-12-01,1986,12,1,"11,3881"
1116,1986-12-02,1986,12,2,"13,8077"
1780,1986-12-03,1986,12,3,"16,416"
2444,1986-12-04,1986,12,4,"11,778"
3108,1986-12-05,1986,12,5,"9,5206"
3772,1986-12-06,1986,12,6,"8,4669"
4436,1986-12-07,1986,12,7,"9,5206"
5100,1986-12-08,1986,12,8,"8,4669"
5764,1986-12-09,1986,12,9,"8,1271"
6428,1986-12-10,1986,12,10,"8,1271"
7092,1986-12-11,1986,12,11,"9,5206"
7756,1986-12-12,1986,12,12,"9,883"
8420,1986-12-13,1986,12,13,"9,5206"
9084,1986-12-14,1986,12,14,"24,2528"
9748,1986-12-15,1986,12,15,"14,6565"
10412,1986-12-16,1986,12,16,"11,778"
11076,1986-12-17,1986,12,17,"10,251"
11740,1986-12-18,1986,12,18,"8,8125"
12404,1986-12-19,1986,12,19,"8,4669"
13068,1986-12-20,1986,12,20,"7,4647"
13732,1986-12-21,1986,12,21,"7,4647"
14396,1986-12-22,1986,12,22,"11,0036"
15060,1986-12-23,1986,12,23,"19,2073"
15724,1986-12-24,1986,12,24,"25,3195"
16388,1986-12-25,1986,12,25,"36,3732"
17052,1986-12-26,1986,12,26,"50,444"
17716,1986-12-27,1986,12,27,"42,1718"
18380,1986-12-28,1986,12,28,"39,5511"
19044,1986-12-29,1986,12,29,"32,1101"
19708,1986-12-30,1986,12,30,"29,2001"
20372,1986-12-31,1986,12,31,"24,2528"
451,1987-01-01,1987,1,1,"20,67"
1115,1987-01-02,1987,1,2,"20,67"
1779,1987-01-03,1987,1,3,"19,2073"
2443,1987-01-04,1987,1,4,"19,69"
3107,1987-01-05,1987,1,5,"19,69"
3771,1987-01-06,1987,1,6,"18,2569"
4435,1987-01-07,1987,1,7,"19,69"
5099,1987-01-08,1987,1,8,"21,1674"
5763,1987-01-09,1987,1,9,"17,7891"
6427,1987-01-10,1987,1,10,"16,416"
7091,1987-01-11,1987,1,11,"15,9684"
7755,1987-01-12,1987,1,12,"16,416"
8419,1987-01-13,1987,1,13,"16,416"
9083,1987-01-14,1987,1,14,"15,9684"
9747,1987-01-15,1987,1,15,"15,526"
10411,1987-01-16,1987,1,16,"15,9684"
11075,1987-01-17,1987,1,17,"15,0886"
11739,1987-01-18,1987,1,18,"14,2295"
12403,1987-01-19,1987,1,19,"14,6565"
13067,1987-01-20,1987,1,20,"19,2073"
13731,1987-01-21,1987,1,21,"23,2052"
14395,1987-01-22,1987,1,22,"19,69"
15059,1987-01-23,1987,1,23,"18,2569"
15723,1987-01-24,1987,1,24,"23,2052"
16387,1987-01-25,1987,1,25,"32,7056"
17051,1987-01-26,1987,1,26,"33,3057"
17715,1987-01-27,1987,1,27,"30,3504"
18379,1987-01-28,1987,1,28,"32,7056"
19043,1987-01-29,1987,1,29,"33,3057"
19707,1987-01-30,1987,1,30,"42,1718"
20371,1987-01-31,1987,1,31,"35,1329"
450,1987-02-01,1987,2,1,"32,1101"
1114,1987-02-02,1987,2,2,"26,4049"
1778,1987-02-03,1987,2,3,"27,5091"
2442,1987-02-04,1987,2,4,"37,6312"
3106,1987-02-05,1987,2,5,"29,2001"
3770,1987-02-06,1987,2,6,"24,2528"
4434,1987-02-07,1987,2,7,"28,0682"
5098,1987-02-08,1987,2,8,"35,7508"
5762,1987-02-09,1987,2,9,"32,1101"
6426,1987-02-10,1987,2,10,"28,6318"
7090,1987-02-11,1987,2,11,"37,6312"
7754,1987-02-12,1987,2,12,"38,2668"
8418,1987-02-13,1987,2,13,"32,1101"
9082,1987-02-14,1987,2,14,"28,6318"
9746,1987-02-15,1987,2,15,"29,773"
10410,1987-02-16,1987,2,16,"45,5444"
11074,1987-02-17,1987,2,17,"43,508"
11738,1987-02-18,1987,2,18,"38,9068"
12402,1987-02-19,1987,2,19,"33,9103"
13066,1987-02-20,1987,2,20,"35,7508"
13730,1987-02-21,1987,2,21,"35,7508"
14394,1987-02-22,1987,2,22,"29,2001"
15058,1987-02-23,1987,2,23,"26,9547"
15722,1987-02-24,1987,2,24,"26,4049"
16386,1987-02-25,1987,2,25,"26,4049"
17050,1987-02-26,1987,2,26,"32,1101"
17714,1987-02-27,1987,2,27,"38,2668"
18378,1987-02-28,1987,2,28,"35,7508"
449,1987-03-01,1987,3,1,"57,0432"
1113,1987-03-02,1987,3,2,"53,3358"
1777,1987-03-03,1987,3,3,"40,8528"
2441,1987-03-04,1987,3,4,"33,9103"
3105,1987-03-05,1987,3,5,"37,0"
3769,1987-03-06,1987,3,6,"44,1826"
4433,1987-03-07,1987,3,7,"36,3732"
5097,1987-03-08,1987,3,8,"44,8614"
5761,1987-03-09,1987,3,9,"50,444"
6425,1987-03-10,1987,3,10,"70,4047"
7089,1987-03-11,1987,3,11,"88,2748"
7753,1987-03-12,1987,3,12,"51,8816"
8417,1987-03-13,1987,3,13,"38,9068"
9081,1987-03-14,1987,3,14,"33,3057"
9745,1987-03-15,1987,3,15,"47,619"
10409,1987-03-16,1987,3,16,"67,9631"
11073,1987-03-17,1987,3,17,"67,1571"
11737,1987-03-18,1987,3,18,"52,6066"
12401,1987-03-19,1987,3,19,"51,8816"
13065,1987-03-20,1987,3,20,"60,0827"
13729,1987-03-21,1987,3,21,"51,8816"
14393,1987-03-22,1987,3,22,"68,773"
15057,1987-03-23,1987,3,23,"54,0691"
15721,1987-03-24,1987,3,24,"46,9232"
16385,1987-03-25,1987,3,25,"44,8614"
17049,1987-03-26,1987,3,26,"39,5511"
17713,1987-03-27,1987,3,27,"37,6312"
18377,1987-03-28,1987,3,28,"37,0"
19041,1987-03-29,1987,3,29,"36,3732"
19705,1987-03-30,1987,3,30,"38,9068"
20369,1987-03-31,1987,3,31,"37,0"
448,1987-04-01,1987,4,1,"39,5511"
1112,1987-04-02,1987,4,2,"47,619"
1776,1987-04-03,1987,4,3,"48,319"
2440,1987-04-04,1987,4,4,"63,9729"
3104,1987-04-05,1987,4,5,"85,6733"
3768,1987-04-06,1987,4,6,"56,2936"
4432,1987-04-07,1987,4,7,"44,1826"
5096,1987-04-08,1987,4,8,"40,1998"
5760,1987-04-09,1987,4,9,"37,6312"
6424,1987-04-10,1987,4,10,"37,6312"
7088,1987-04-11,1987,4,11,"38,9068"
7752,1987-04-12,1987,4,12,"37,6312"
8416,1987-04-13,1987,4,13,"38,9068"
9080,1987-04-14,1987,4,14,"37,0"
9744,1987-04-15,1987,4,15,"35,1329"
10408,1987-04-16,1987,4,16,"33,9103"
11072,1987-04-17,1987,4,17,"32,7056"
11736,1987-04-18,1987,4,18,"32,1101"
12400,1987-04-19,1987,4,19,"29,773"
13064,1987-04-20,1987,4,20,"32,7056"
13728,1987-04-21,1987,4,21,"35,7508"
14392,1987-04-22,1987,4,22,"34,5194"
15056,1987-04-23,1987,4,23,"33,9103"
15720,1987-04-24,1987,4,24,"32,1101"
16384,1987-04-25,1987,4,25,"30,9324"
17048,1987-04-26,1987,4,26,"30,9324"
17712,1987-04-27,1987,4,27,"30,9324"
18376,1987-04-28,1987,4,28,"30,3504"
19040,1987-04-29,1987,4,29,"30,9324"
19704,1987-04-30,1987,4,30,"31,519"
447,1987-05-01,1987,5,1,"33,3057"
1111,1987-05-02,1987,5,2,"32,7056"
1775,1987-05-03,1987,5,3,"32,1101"
2439,1987-05-04,1987,5,4,"31,519"
3103,1987-05-05,1987,5,5,"30,3504"
3767,1987-05-06,1987,5,6,"29,773"
4431,1987-05-07,1987,5,7,"29,773"
5095,1987-05-08,1987,5,8,"30,3504"
5759,1987-05-09,1987,5,9,"33,9103"
6423,1987-05-10,1987,5,10,"33,3057"
7087,1987-05-11,1987,5,11,"31,519"
7751,1987-05-12,1987,5,12,"29,2001"
8415,1987-05-13,1987,5,13,"28,0682"
9079,1987-05-14,1987,5,14,"28,0682"
9743,1987-05-15,1987,5,15,"27,5091"
10407,1987-05-16,1987,5,16,"27,5091"
11071,1987-05-17,1987,5,17,"26,9547"
11735,1987-05-18,1987,5,18,"26,9547"
12399,1987-05-19,1987,5,19,"26,4049"
13063,1987-05-20,1987,5,20,"26,4049"
13727,1987-05-21,1987,5,21,"25,8599"
14391,1987-05-22,1987,5,22,"27,5091"
15055,1987-05-23,1987,5,23,"26,9547"
15719,1987-05-24,1987,5,24,"26,4049"
16383,1987-05-25,1987,5,25,"26,4049"
17047,1987-05-26,1987,5,26,"25,8599"
17711,1987-05-27,1987,5,27,"25,8599"
18375,1987-05-28,1987,5,28,"25,8599"
19039,1987-05-29,1987,5,29,"28,0682"
19703,1987-05-30,1987,5,30,"26,4049"
20367,1987-05-31,1987,5,31,"26,4049"
446,1987-06-01,1987,6,1,"24,7838"
1110,1987-06-02,1987,6,2,"24,7838"
1774,1987-06-03,1987,6,3,"24,2528"
2438,1987-06-04,1987,6,4,"24,2528"
3102,1987-06-05,1987,6,5,"23,7266"
3766,1987-06-06,1987,6,6,"23,7266"
4430,1987-06-07,1987,6,7,"24,2528"
5094,1987-06-08,1987,6,8,"24,7838"
5758,1987-06-09,1987,6,9,"24,7838"
6422,1987-06-10,1987,6,10,"24,2528"
7086,1987-06-11,1987,6,11,"24,2528"
7750,1987-06-12,1987,6,12,"23,7266"
8414,1987-06-13,1987,6,13,"22,6885"
9078,1987-06-14,1987,6,14,"22,6885"
9742,1987-06-15,1987,6,15,"22,6885"
10406,1987-06-16,1987,6,16,"22,1766"
11070,1987-06-17,1987,6,17,"22,1766"
11734,1987-06-18,1987,6,18,"22,1766"
12398,1987-06-19,1987,6,19,"21,6696"
13062,1987-06-20,1987,6,20,"21,6696"
13726,1987-06-21,1987,6,21,"21,1674"
14390,1987-06-22,1987,6,22,"21,1674"
15054,1987-06-23,1987,6,23,"22,1766"
15718,1987-06-24,1987,6,24,"25,3195"
16382,1987-06-25,1987,6,25,"24,2528"
17046,1987-06-26,1987,6,26,"23,2052"
17710,1987-06-27,1987,6,27,"22,1766"
18374,1987-06-28,1987,6,28,"21,6696"
19038,1987-06-29,1987,6,29,"21,1674"
19702,1987-06-30,1987,6,30,"21,1674"
445,1987-07-01,1987,7,1,"20,67"
1109,1987-07-02,1987,7,2,"20,67"
1773,1987-07-03,1987,7,3,"20,67"
2437,1987-07-04,1987,7,4,"20,1775"
3101,1987-07-05,1987,7,5,"20,1775"
3765,1987-07-06,1987,7,6,"20,1775"
4429,1987-07-07,1987,7,7,"19,69"
5093,1987-07-08,1987,7,8,"19,2073"
5757,1987-07-09,1987,7,9,"19,2073"
6421,1987-07-10,1987,7,10,"20,67"
7085,1987-07-11,1987,7,11,"20,67"
7749,1987-07-12,1987,7,12,"20,1775"
8413,1987-07-13,1987,7,13,"18,7296"
9077,1987-07-14,1987,7,14,"18,2569"
9741,1987-07-15,1987,7,15,"18,2569"
10405,1987-07-16,1987,7,16,"18,2569"
11069,1987-07-17,1987,7,17,"17,7891"
11733,1987-07-18,1987,7,18,"17,7891"
12397,1987-07-19,1987,7,19,"17,7891"
13061,1987-07-20,1987,7,20,"17,7891"
13725,1987-07-21,1987,7,21,"17,3264"
14389,1987-07-22,1987,7,22,"17,3264"
15053,1987-07-23,1987,7,23,"17,3264"
15717,1987-07-24,1987,7,24,"16,8687"
16381,1987-07-25,1987,7,25,"16,8687"
17045,1987-07-26,1987,7,26,"16,8687"
17709,1987-07-27,1987,7,27,"16,416"
18373,1987-07-28,1987,7,28,"16,416"
19037,1987-07-29,1987,7,29,"16,416"
19701,1987-07-30,1987,7,30,"16,416"
20365,1987-07-31,1987,7,31,"16,8687"
444,1987-08-01,1987,8,1,"16,8687"
1108,1987-08-02,1987,8,2,"16,8687"
1772,1987-08-03,1987,8,3,"16,416"
2436,1987-08-04,1987,8,4,"16,416"
3100,1987-08-05,1987,8,5,"15,9684"
3764,1987-08-06,1987,8,6,"16,8687"
4428,1987-08-07,1987,8,7,"18,7296"
5092,1987-08-08,1987,8,8,"17,7891"
5756,1987-08-09,1987,8,9,"16,416"
6420,1987-08-10,1987,8,10,"15,9684"
7084,1987-08-11,1987,8,11,"15,526"
7748,1987-08-12,1987,8,12,"15,0886"
8412,1987-08-13,1987,8,13,"15,0886"
9076,1987-08-14,1987,8,14,"14,6565"
9740,1987-08-15,1987,8,15,"14,2295"
10404,1987-08-16,1987,8,16,"13,8077"
11068,1987-08-17,1987,8,17,"14,2295"
11732,1987-08-18,1987,8,18,"14,2295"
12396,1987-08-19,1987,8,19,"13,8077"
13060,1987-08-20,1987,8,20,"13,8077"
13724,1987-08-21,1987,8,21,"13,8077"
